latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
63.295,133.364,312.7,3.8,1.8,2020-08-20,01:15,T,55,6.0NRT,278.9,79.3,D
63.311,133.287,338.7,3.8,1.8,2020-08-20,01:15,T,77,6.0NRT,280.2,286.3,D
63.312,133.364,327.9,3.8,1.8,2020-08-20,01:15,T,70,6.0NRT,281.9,175.2,D
63.295,133.287,315,3.8,1.8,2020-08-20,01:15,T,45,6.0NRT,272.4,99,D
35.938,140.678,330.8,1,1,2020-08-20,01:25,T,65,6.0NRT,308.4,13.4,D
35.993,129.398,315.1,4.3,1.9,2020-08-20,01:25,T,28,6.0NRT,300.3,51,D
35.448,135.335,318.2,1.8,1.3,2020-08-20,01:25,T,54,6.0NRT,302.9,18.4,D
34.681,139.434,310.4,1.1,1,2020-08-20,01:25,T,38,6.0NRT,299.9,6.6,D
34.855,136.811,316.8,1.4,1.2,2020-08-20,01:25,T,30,6.0NRT,300.5,16.4,D
34.064,131.777,313.2,2.9,1.6,2020-08-20,01:25,T,0,6.0NRT,293.8,28.9,D
34.062,131.809,311.5,2.9,1.6,2020-08-20,01:25,T,20,6.0NRT,293.8,23.8,D
33.967,132.102,310.3,2.8,1.6,2020-08-20,01:25,T,22,6.0NRT,293.1,16.2,D
33.289,131.489,315.7,3,1.6,2020-08-20,01:25,T,0,6.0NRT,300.2,37.2,D
33.304,131.483,315.5,3,1.6,2020-08-20,01:25,T,17,6.0NRT,300.3,34,D
32.573,131.652,313.3,2.9,1.6,2020-08-20,01:25,T,22,6.0NRT,295.5,22.7,D
32.572,131.644,312,2.9,1.6,2020-08-20,01:25,T,0,6.0NRT,295.2,20.5,D
32.57,131.675,314.3,2.8,1.6,2020-08-20,01:25,T,0,6.0NRT,296.4,27.7,D
31.736,130.768,316.2,3.2,1.7,2020-08-20,01:25,T,23,6.0NRT,297.8,33.5,D
39.329,141.531,317.5,1,1,2020-08-20,01:25,T,44,6.0NRT,305.9,9,D
38.478,140.395,319.7,1.1,1,2020-08-20,01:25,T,21,6.0NRT,307.6,10.8,D
37.91,139.22,319.4,1.2,1.1,2020-08-20,01:25,T,35,6.0NRT,305.5,10.1,D
63.479,131.645,345.8,1,1,2020-08-20,02:55,T,71,6.0NRT,278.7,44.8,D
63.477,131.599,327,1,1,2020-08-20,02:55,T,69,6.0NRT,285.1,17.5,D
63.096,133.766,312.4,1.1,1,2020-08-20,02:55,T,53,6.0NRT,295.4,10.3,D
63.509,131.341,310.8,1,1,2020-08-20,02:55,T,65,6.0NRT,292.2,7.3,D
63.506,131.36,306.5,1,1,2020-08-20,02:55,T,58,6.0NRT,292.2,5.1,D
63.503,131.38,318.1,1,1,2020-08-20,02:55,T,78,6.0NRT,291.6,14.5,D
63.478,131.534,368.6,1,1,2020-08-20,02:55,T,100,6.0NRT,289.7,109.3,D
63.474,131.553,350.6,1,1,2020-08-20,02:55,T,96,6.0NRT,285.1,60.7,D
63.168,133.316,376.7,1.1,1,2020-08-20,02:55,T,100,6.0NRT,291,154.7,D
63.165,133.336,353.7,1.1,1,2020-08-20,02:55,T,97,6.0NRT,288,77.5,D
63.161,133.356,317.7,1.1,1,2020-08-20,02:55,T,68,6.0NRT,285.1,16.5,D
63.16,133.308,344.4,1.1,1,2020-08-20,02:55,T,94,6.0NRT,283.5,56.7,D
63.156,133.328,328.6,1.1,1,2020-08-20,02:55,T,71,6.0NRT,282.9,28.5,D
63.756,129.451,309.1,1,1,2020-08-20,02:55,T,66,6.0NRT,290,8.1,D
64.428,123.624,305.5,1.2,1.1,2020-08-20,02:55,T,36,6.0NRT,291.2,7.7,D
62.784,134.705,313.3,1.2,1.1,2020-08-20,02:55,T,46,6.0NRT,287.8,13.1,D
62.78,134.726,314.9,1.2,1.1,2020-08-20,02:55,T,51,6.0NRT,290,14.7,D
62.771,134.718,316.4,1.2,1.1,2020-08-20,02:55,T,40,6.0NRT,288.6,16.2,D
63.376,131.22,318.6,1,1,2020-08-20,02:55,T,57,6.0NRT,287.2,15.1,D
63.228,131.706,308.6,1,1,2020-08-20,02:55,T,0,6.0NRT,282.8,9.7,D
63.169,131.592,313.3,1,1,2020-08-20,02:55,T,62,6.0NRT,286.1,12.4,D
64.799,110.816,303.8,3.2,1.7,2020-08-20,02:55,T,56,6.0NRT,284.7,34.6,D
64.798,110.882,300.8,3.2,1.7,2020-08-20,02:55,T,40,6.0NRT,285,26.7,D
64.784,110.747,300.6,3.2,1.7,2020-08-20,02:55,T,19,6.0NRT,286,22.6,D
64.63,111.26,326.9,3.1,1.7,2020-08-20,02:55,T,79,6.0NRT,285.9,122.9,D
64.629,111.325,317.2,3.1,1.7,2020-08-20,02:55,T,24,6.0NRT,287,69,D
64.617,111.127,301.8,3.1,1.7,2020-08-20,02:55,T,25,6.0NRT,285.1,24.6,D
64.519,112.429,302.6,2.8,1.6,2020-08-20,02:55,T,40,6.0NRT,287.4,20.6,D
64.437,111.296,303.5,3.1,1.7,2020-08-20,02:55,T,45,6.0NRT,288.7,22.4,D
64.417,112.353,306.2,2.8,1.6,2020-08-20,02:55,T,61,6.0NRT,288.7,31.5,D
64.416,112.412,302,2.8,1.6,2020-08-20,02:55,T,15,6.0NRT,288,19.4,D
62.97,129.356,314.5,1,1,2020-08-20,02:55,T,65,6.0NRT,287.8,13.8,D
64.371,111.678,312,3,1.6,2020-08-20,02:55,T,46,6.0NRT,287.1,43.2,D
64.372,111.67,308.4,3,1.6,2020-08-20,02:55,T,66,6.0NRT,287.1,34.1,D
64.371,111.73,307.7,3,1.6,2020-08-20,02:55,T,61,6.0NRT,286.8,34.2,D
64.035,114.344,314.4,2.4,1.5,2020-08-20,02:55,T,48,6.0NRT,288.6,41.6,D
64.034,114.393,312.7,2.4,1.5,2020-08-20,02:55,T,30,6.0NRT,290.6,36.3,D
64.028,114.337,313.3,2.4,1.5,2020-08-20,02:55,T,74,6.0NRT,289.2,42,D
64.026,114.386,315.4,2.4,1.5,2020-08-20,02:55,T,76,6.0NRT,290.1,47.7,D
64.014,114.335,309.9,2.4,1.5,2020-08-20,02:55,T,24,6.0NRT,289,31,D
63.4,119.26,315.2,1.6,1.2,2020-08-20,02:55,T,33,6.0NRT,291.6,22,D
