latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-4.658,29.658,301.2,3.4,1.7,2020-09-16,00:05,A,38,6.0NRT,289.5,28.3,N
-8.526,22.853,312.1,1.2,1.1,2020-09-16,00:05,A,84,6.0NRT,275.5,17.5,N
-8.524,22.842,317.4,1.2,1.1,2020-09-16,00:05,A,95,6.0NRT,274.6,23.2,N
-7.824,16.801,302,1.3,1.1,2020-09-16,00:10,A,38,6.0NRT,290,6.9,N
29.27,6.498,324.1,1.1,1.1,2020-09-16,01:35,A,100,6.0NRT,294.3,27.1,N
35.814,-0.262,309.2,1.7,1.3,2020-09-16,01:35,A,77,6.0NRT,291.4,20.2,N
32.519,6.715,304.4,1.1,1,2020-09-16,01:35,A,60,6.0NRT,291.5,8.3,N
32.952,3.234,331.5,1.1,1,2020-09-16,01:35,A,100,6.0NRT,292.5,33.9,N
32.133,6.471,307.6,1.1,1,2020-09-16,01:35,A,72,6.0NRT,291.6,10.2,N
31.706,5.961,303.1,1,1,2020-09-16,01:35,A,53,6.0NRT,292.2,6.1,N
31.663,6.053,307.2,1,1,2020-09-16,01:35,A,70,6.0NRT,293.6,8.1,N
31.661,6.064,311.8,1,1,2020-09-16,01:35,A,83,6.0NRT,293.4,11.8,N
31.693,5.808,319.1,1,1,2020-09-16,01:35,A,98,6.0NRT,292.8,18.9,N
31.691,5.819,319.7,1,1,2020-09-16,01:35,A,99,6.0NRT,293,19.5,N
31.634,6.063,318.6,1,1,2020-09-16,01:35,A,97,6.0NRT,292.2,18.9,N
31.632,6.074,304,1,1,2020-09-16,01:35,A,58,6.0NRT,291.4,7.4,N
31.595,5.954,308.8,1,1,2020-09-16,01:35,A,76,6.0NRT,292.2,10.4,N
31.593,5.965,325.5,1,1,2020-09-16,01:35,A,100,6.0NRT,292.6,26.3,N
30.877,5.646,333.9,1,1,2020-09-16,01:35,A,100,6.0NRT,294.2,36.6,N
28.735,9.786,306.8,1.8,1.3,2020-09-16,01:35,A,69,6.0NRT,289,20.4,N
28.732,9.804,305.2,1.8,1.3,2020-09-16,01:35,A,63,6.0NRT,289.1,17.9,N
29.275,6.494,323.7,1.1,1.1,2020-09-16,01:35,A,100,6.0NRT,293.7,26.5,N
29.272,6.486,312.9,1.1,1.1,2020-09-16,01:35,A,86,6.0NRT,293.1,14.4,N
27.724,9.885,306.3,1.9,1.4,2020-09-16,01:35,A,67,6.0NRT,291.6,21,N
34.599,43.825,354.1,1.2,1.1,2020-09-16,07:40,T,95,6.0NRT,322.8,62.7,D
34.6,43.831,345.5,1.2,1.1,2020-09-16,07:40,T,87,6.0NRT,321.6,38.5,D
34.76,45.152,339.1,1.1,1,2020-09-16,07:40,T,79,6.0NRT,323,17.6,D
34.656,46.517,332.1,1,1,2020-09-16,07:40,T,71,6.0NRT,318.3,11.5,D
34.296,43.213,336.6,1.3,1.1,2020-09-16,07:40,T,58,6.0NRT,321.8,19,D
33.692,46.231,337.3,1,1,2020-09-16,07:40,T,78,6.0NRT,317.2,20.6,D
33.733,44.915,337.1,1.1,1,2020-09-16,07:40,T,77,6.0NRT,317.5,21,D
32.237,51.434,336.6,1.5,1.2,2020-09-16,07:40,T,83,6.0NRT,314.2,36.6,D
