,Unnamed: 0,Latitude,Longitude,Date,Fire Intensity,Brightness,dist
395085,395085,34.2808,-118.3649,2017-12-05,54.9,335.1,27.76613965748752
395086,395086,34.2792,-118.3491,2017-12-05,203.7,372.5,27.048414013939198
395087,395087,34.2775,-118.3335,2017-12-05,133.8,358.8,26.387734123096134
395088,395088,34.2751,-118.3569,2017-12-05,80.7,344.0,26.893174250663982
395089,395089,34.2734,-118.3413,2017-12-05,94.5,348.3,26.19253145209331
395092,395092,34.3197,-118.3259,2017-12-05,90.9,347.7,30.70021367423789
395093,395093,34.2984,-118.3281,2017-12-05,172.8,367.4,28.46486363639885
395152,395152,34.2856,-118.4175,2017-12-05,57.2,318.6,30.49276450506914
395153,395153,34.2877,-118.3893,2017-12-05,59.4,319.8,29.422806984061374
395154,395154,34.3247,-118.3136,2017-12-05,111.5,328.7,30.984943421497906
395155,395155,34.2917,-118.3333,2017-12-05,524.7,373.4,27.886462873877036
395156,395156,34.4026,-118.6098,2017-12-05,68.0,320.9,51.5036287823846
395164,395164,34.3222,-118.3086,2017-12-05,57.1,317.6,30.61996684983228
395165,395165,34.2937,-118.3064,2017-12-05,190.4,342.6,27.474717387738192
395166,395166,34.2961,-118.3128,2017-12-05,245.6,348.5,27.864231703209555
395167,395167,34.4249,-118.5896,2017-12-05,79.0,325.2,52.25145264549315
395168,395168,34.4069,-118.6451,2017-12-05,794.4,390.3,54.02968784356126
395172,395172,34.3059,-118.3355,2017-12-05,1439.8,412.9,29.456232277579158
395174,395174,34.3201,-118.3366,2017-12-05,452.8,367.6,31.00022772833808
395175,395175,34.2944,-118.3384,2017-12-05,321.5,357.9,28.314369482277193
395176,395176,34.4088,-118.6176,2017-12-05,435.4,368.3,52.49367525731805
395177,395177,34.2798,-118.3007,2017-12-05,48.9,315.0,25.85371448627847
395178,395178,34.4049,-118.6726,2017-12-05,30.9,310.9,55.63134641774789
395179,395179,34.3909,-118.6721,2017-12-05,28.4,309.3,54.513517611393254
395180,395180,34.4229,-118.618,2017-12-05,602.9,379.9,53.71026539691048
395181,395181,34.3086,-118.3402,2017-12-05,1002.3,397.3,29.86972630490713
395183,395183,34.3228,-118.3422,2017-12-05,313.5,355.9,31.433645563896107
395184,395184,34.4208,-118.6459,2017-12-05,96.5,330.1,55.215982736801735
395186,395186,34.4369,-118.6192,2017-12-05,186.5,343.3,54.98221295486379
395187,395187,34.4508,-118.6209,2017-12-05,130.3,334.3,56.28825616297983
395189,395189,34.4549,-118.6265,2017-12-05,94.9,327.9,56.9642761593395
395190,395190,34.3103,-118.3142,2017-12-05,1113.1,400.9,29.43223542712556
395191,395191,34.4005,-118.6371,2017-12-05,928.6,396.2,53.00818776598769
395192,395192,34.3929,-118.64399999999999,2017-12-05,408.4,365.7,52.83488880029366
395202,395202,34.2777,-118.3297,2017-12-05,319.0,356.8,26.30150815916573
395203,395203,34.3077,-118.3101,2017-12-05,743.5,385.1,29.0686088141782
395204,395204,34.2635,-118.3275,2017-12-05,151.7,337.2,24.73614074449374
395206,395206,34.3984,-118.6648,2017-12-05,250.1,351.2,54.613967953220644
395207,395207,34.2595,-118.3848,2017-12-05,131.5,334.2,26.463971428887927
395209,395209,34.2615,-118.3562,2017-12-05,674.4,382.1,25.479399450712744
395258,395258,34.2556,-118.3979,2017-12-06,57.6,316.6,26.707829058634065
395259,395259,34.3359,-118.3406,2017-12-06,81.4,323.3,32.79104585425919
395260,395260,34.3333,-118.3468,2017-12-06,73.6,321.0,32.673891841118554
395284,395284,34.3391,-118.3199,2017-12-06,22.7,300.0,32.67279867485282
395286,395286,34.2609,-118.3735,2017-12-06,104.2,329.8,26.107668398108466
395310,395310,34.3234,-118.3083,2017-12-06,39.8,333.8,30.745534478567283
395311,395311,34.3249,-118.3196,2017-12-06,64.3,347.4,31.125894644041423
395328,395328,34.3355,-118.3289,2017-12-06,8.1,301.1,32.471725379109095
395329,395329,34.334,-118.3175,2017-12-06,16.3,312.5,32.07154339548664
395333,395333,34.336999999999996,-118.3403,2017-12-06,76.5,352.4,32.90132478736473
395334,395334,34.2674,-118.3718,2017-12-06,23.4,321.8,26.682853288974634
395335,395335,34.2613,-118.3961,2017-12-06,9.1,303.5,27.160796460369536
395336,395336,34.2598,-118.3849,2017-12-06,7.0,300.3,26.497552760785986
395480,395480,34.3288,-118.3389,2017-12-06,52.7,330.2,31.98870446327423
395481,395481,34.3365,-118.3778,2017-12-06,24.1,315.6,33.94413755820731
395484,395484,34.3327,-118.3584,2017-12-06,157.2,355.8,32.93631676662531
395485,395485,34.3403,-118.337,2017-12-06,82.1,339.2,33.17499398621712
395492,395492,34.344,-118.3553,2017-12-06,88.3,340.5,34.042012462916254
395502,395502,34.1001,-118.478,2017-12-06,24.4,315.5,22.23407360905811
395505,395505,34.0965,-118.4597,2017-12-06,31.1,319.0,20.50166272369999
395506,395506,34.0851,-118.4624,2017-12-06,26.7,317.3,20.480411302700265
395515,395515,34.3252,-118.321,2017-12-06,40.3,324.6,31.18753366952471
395516,395516,34.3218,-118.3038,2017-12-06,54.1,328.8,30.493157350588834
395539,395539,34.3294,-118.3775,2017-12-06,264.7,380.6,33.199606215747366
395542,395542,34.2538,-118.4053,2017-12-06,90.0,346.8,26.908979280923965
395543,395543,34.2643,-118.40799999999999,2017-12-06,7.3,308.5,28.02253514450572
395544,395544,34.3348,-118.3484,2017-12-06,50.5,334.2,32.87639121914159
395553,395553,34.0818,-118.4672,2017-12-06,12.3,310.4,20.85501705139888
395554,395554,34.0925,-118.4697,2017-12-06,15.6,312.7,21.299553328364194
395555,395555,34.3321,-118.3628,2017-12-06,94.2,348.5,33.005297808756346
395557,395557,34.2566,-118.3898,2017-12-06,202.2,371.1,26.414817051328892
395560,395560,34.3196,-118.3119,2017-12-06,25.6,321.8,30.3976193474995
395561,395561,34.3065,-118.3234,2017-12-06,477.9,404.9,29.221037510766458
395571,395571,34.3094,-118.3074,2017-12-06,385.0,395.9,29.202609592463872
395644,395644,34.3211,-118.3171,2017-12-07,12.9,309.2,30.662695527407188
395645,395645,34.3226,-118.3051,2017-12-07,36.9,329.3,30.602520455273698
395646,395646,34.313,-118.3039,2017-12-07,12.6,308.9,29.53287638359156
395722,395722,34.3306,-118.3192,2017-12-07,75.5,348.9,31.735932396164504
395733,395733,34.3292,-118.3312,2017-12-07,27.5,323.1,31.845060953062237
395853,395853,33.667,-117.98,2017-12-07,13.0,307.2,49.284972151458035
395959,395959,34.3203,-118.3045,2017-12-07,16.3,313.4,30.340912474216722
396448,396448,34.2767,-118.6757,2017-12-09,5.8,306.9,46.95028832813539
396474,396474,34.2752,-118.6877,2017-12-09,4.9,305.9,47.80266643206806
406853,406853,34.3197,-117.8356,2018-02-05,7.3,309.3,47.90909757475719
426381,426381,34.2154,-117.71,2018-03-30,11.4,312.9,52.38260119267559
428339,428339,34.2258,-117.7182,2018-04-05,22.9,318.0,52.08994258020052
428340,428340,34.2703,-118.1655,2018-04-05,18.2,314.9,25.304395213532278
428341,428341,34.2145,-117.7183,2018-04-05,33.3,322.8,51.63162313313216
429226,429226,33.7662,-118.2906,2018-04-08,9.0,321.8,32.104988330498045
452026,452026,34.111999999999995,-118.4307,2018-06-12,16.4,332.6,18.46678255432532
461235,461235,34.2086,-118.2961,2018-07-07,14.9,338.9,18.052957518037896
461236,461236,34.1998,-118.2942,2018-07-07,42.5,353.2,17.063304778198713
462496,462496,34.1179,-118.3113,2018-07-10,182.5,355.0,9.601271964858835
462497,462497,34.1172,-118.3037,2018-07-10,147.1,349.9,9.100717209950277
466991,466991,34.3902,-118.6167,2018-07-23,39.8,351.5,50.89518678163953
466992,466992,34.3813,-118.6148,2018-07-23,103.5,373.4,50.05026477753406
466993,466993,34.3828,-118.604,2018-07-23,40.9,351.6,49.50178719060116
481067,481067,34.5834,-118.1373,2018-08-05,11.6,333.1,59.88834542683117
507932,507932,34.2394,-117.8221,2018-09-09,60.1,318.7,44.043278338522995
507933,507933,34.2337,-117.8684,2018-09-09,536.4,359.7,40.015313709342884
507934,507934,34.2492,-117.8618,2018-09-09,61.9,319.0,41.42383856354881
507935,507935,34.2244,-117.8309,2018-09-09,401.9,351.6,42.55756536786988
507937,507937,34.233000000000004,-117.8304,2018-09-09,533.9,359.2,43.03555225609922
507938,507938,34.2423,-117.8692,2018-09-09,434.2,353.7,40.442043032469535
507940,507940,34.2293,-117.8618,2018-09-09,14.1,328.2,40.30038537304358
507941,507941,34.2309,-117.851,2018-09-09,52.7,351.2,41.25578291153641
511852,511852,34.3057,-118.6912,2018-09-18,46.8,347.2,49.90708462598144
525390,525390,34.21,-118.7025,2018-11-09,146.5,322.8,45.743595901347405
525391,525391,34.2094,-118.7362,2018-11-09,745.4,367.6,48.59955869148788
525393,525393,34.2004,-118.741,2018-11-09,188.8,328.2,48.66631147027481
525394,525394,34.2165,-118.7446,2018-11-09,1210.9,385.5,49.60561492628983
525395,525395,34.2066,-118.7844,2018-11-09,101.0,315.3,52.66276634073767
525396,525396,34.2187,-118.6976,2018-11-09,296.6,339.5,45.708772215689095
525397,525397,34.226,-118.7065,2018-11-09,263.4,336.4,46.7870001307187
525399,525399,34.225,-118.7416,2018-11-09,660.9,363.4,49.70469771362764
525400,525400,34.2153,-118.7817,2018-11-09,141.9,321.7,52.75034091492912
525401,525401,34.1998,-118.7757,2018-11-09,156.3,323.8,51.662731635016755
525605,525605,34.2254,-118.7896,2018-11-09,831.2,427.3,53.82287796695947
525606,525606,34.2135,-118.7143,2018-11-09,77.4,339.9,46.89545432092075
525607,525607,34.2312,-118.7388,2018-11-09,32.3,321.3,49.73755462817852
525608,525608,34.1988,-118.7819,2018-11-09,98.9,347.1,52.16973350538556
525609,525609,34.2329,-118.7551,2018-11-09,136.3,356.0,51.18968815417994
525610,525610,34.196999999999996,-118.7656,2018-11-09,54.8,332.2,50.682751264435495
525611,525611,34.2346,-118.7719,2018-11-09,28.4,318.0,52.68763844462193
525612,525612,34.1812,-118.7199,2018-11-09,176.4,364.6,46.13950874926611
525613,525613,34.1954,-118.75,2018-11-09,33.7,322.2,49.26549800718857
525614,525614,34.1937,-118.7338,2018-11-09,365.5,391.3,47.79419247989315
525615,525615,34.1897,-118.8003,2018-11-09,11.2,306.0,53.48612432642219
525616,525616,34.1881,-118.7844,2018-11-09,17.7,312.1,52.03330940481474
525617,525617,34.2207,-118.6806,2018-11-09,51.3,329.5,44.37547595444664
525618,525618,34.1864,-118.7684,2018-11-09,85.5,343.5,50.56966278561374
525619,525619,34.192,-118.71799999999999,2018-11-09,359.5,390.5,46.359600794272964
525620,525620,34.201,-118.7006,2018-11-09,165.2,362.5,45.20815345426242
525621,525621,34.1846,-118.7522,2018-11-09,161.0,362.0,49.08638582541354
525622,525622,34.1829,-118.7357,2018-11-09,773.9,424.5,47.58148336605112
525624,525624,34.2271,-118.8059,2018-11-09,12.6,306.6,55.29244321632641
525625,525625,34.224000000000004,-118.8119,2018-11-09,18.3,312.0,55.691478093633286
525626,525626,34.1772,-118.7861,2018-11-09,26.2,319.1,51.848008663497666
525627,525627,34.1755,-118.7701,2018-11-09,572.1,410.1,50.3787686667532
525628,525628,34.2132,-118.8136,2018-11-09,47.4,328.5,55.44207181550546
525629,525629,34.1739,-118.7542,2018-11-09,242.3,375.6,48.92235270858866
525630,525630,34.2023,-118.8148,2018-11-09,20.4,313.7,55.17094492193126
525631,525631,34.2246,-118.6747,2018-11-09,24.3,314.8,44.06990661546265
525632,525632,34.1647,-118.7717,2018-11-09,270.4,379.7,50.210778800066805
525633,525633,34.1721,-118.7377,2018-11-09,264.9,379.0,47.407799938083265
525634,525634,34.1681,-118.8036,2018-11-09,62.1,334.7,53.150430423465814
525635,525635,34.2225,-118.6964,2018-11-09,49.2,328.8,45.78019752327433
525636,525636,34.2139,-118.6768,2018-11-09,25.8,316.3,43.7436811812565
525637,525637,34.1664,-118.7877,2018-11-09,263.4,378.5,51.68477707134284
525638,525638,34.2155,-118.6923,2018-11-09,87.2,343.2,45.119351275298335
525639,525639,34.2171,-118.7081,2018-11-09,17.5,309.6,46.524133181424936
525640,525640,34.1614,-118.7396,2018-11-09,97.9,346.3,47.25871306811982
525642,525642,34.2005,-118.7982,2018-11-09,200.7,368.9,53.65478389524429
525643,525643,34.236999999999995,-118.6886,2018-11-09,21.9,312.9,45.82466399341259
525644,525644,34.2262,-118.6901,2018-11-09,81.0,341.2,45.42580303620986
525645,525645,34.2044,-118.73200000000001,2018-11-09,104.2,348.5,48.04140899756219
525646,525646,34.2078,-118.7632,2018-11-09,89.5,345.0,50.866462875167464
525647,525647,34.2095,-118.7796,2018-11-09,2566.6,492.0,52.35129771055955
525648,525648,34.2114,-118.7968,2018-11-09,2930.9,500.6,53.91495790789805
525649,525649,34.2152,-118.7301,2018-11-09,15.7,310.2,48.31290606704892
525650,525650,34.2028,-118.7165,2018-11-09,506.2,405.0,46.64469338346672
525651,525651,34.2169,-118.7457,2018-11-09,34.7,323.6,49.71605522375333
525652,525652,34.2187,-118.7623,2018-11-09,640.2,415.3,51.211515559777624
525653,525653,34.2205,-118.7789,2018-11-09,2875.9,499.6,52.70956076277118
525654,525654,34.2223,-118.7954,2018-11-09,1990.3,475.5,54.20134636805127
525655,525655,34.2277,-118.7445,2018-11-09,67.2,336.7,50.06666436577153
525656,525656,34.2101,-118.6831,2018-11-09,30.5,319.1,44.103875361916
525657,525657,34.2118,-118.6986,2018-11-09,87.0,343.4,45.48956109807082
525658,525658,34.1903,-118.7024,2018-11-09,16.7,308.4,44.94435913978504
525659,525659,34.2296,-118.7612,2018-11-09,353.6,389.7,51.56590442783373
525660,525660,34.1631,-118.7559,2018-11-09,98.7,346.8,48.75803294454408
525661,525661,34.1556,-118.7897,2018-11-09,8.0,301.6,51.58539965707545
525662,525662,34.2314,-118.7779,2018-11-09,143.7,357.4,53.06395537922022
525663,525663,34.2332,-118.7944,2018-11-09,51.7,330.3,54.54775771560484
525664,525664,34.222,-118.7563,2018-11-09,569.2,409.9,50.83127807890237
525665,525665,34.2238,-118.773,2018-11-09,1337.7,452.5,52.334008152889204
525761,525761,34.0865,-118.7849,2018-11-09,164.1,377.8,50.01095647720902
525762,525762,34.2078,-118.8363,2018-11-09,25.1,328.1,57.241173843184576
525763,525763,34.2005,-118.8505,2018-11-09,11.3,315.4,58.25594476670177
525764,525764,34.1984,-118.8387,2018-11-09,10.0,315.2,57.1484895358331
525765,525765,34.1734,-118.8071,2018-11-09,102.6,362.6,53.606818147333875
525766,525766,34.164,-118.8093,2018-11-09,120.4,367.7,53.55333682949882
525767,525767,34.1396,-118.8083,2018-11-09,94.0,361.0,52.9057673648483
525768,525768,34.1302,-118.8106,2018-11-09,330.9,404.8,52.935499840981386
525769,525769,34.1249,-118.8373,2018-11-09,895.4,452.7,55.275536914800774
525770,525770,34.1229,-118.8252,2018-11-09,1940.5,500.0,54.14102427894114
525771,525771,34.1208,-118.8129,2018-11-09,327.0,404.3,52.98674456383123
525772,525772,34.1176,-118.8521,2018-11-09,276.3,397.5,56.516708685426266
525773,525773,34.1156,-118.8401,2018-11-09,919.5,454.3,55.39251749821183
525774,525774,34.1135,-118.8277,2018-11-09,634.7,434.6,54.23049154384646
525775,525775,34.0412,-118.7747,2018-11-09,26.9,335.4,48.95378191360972
525776,525776,34.0433,-118.7871,2018-11-09,41.6,343.1,50.09046951981447
525777,525777,34.0508,-118.7729,2018-11-09,82.1,358.4,48.77008429596164
525778,525778,34.0528,-118.7854,2018-11-09,0.0,373.4,49.92125958774413
525779,525779,34.0549,-118.7976,2018-11-09,0.0,388.5,51.04577364874979
525780,525780,34.0582,-118.7589,2018-11-09,45.2,344.4,47.482249226048154
525781,525781,34.0603,-118.7711,2018-11-09,381.4,411.0,48.60957905861487
525782,525782,34.0623,-118.7832,2018-11-09,0.0,440.9,49.728376264528585
525783,525783,34.0644,-118.7954,2018-11-09,0.0,463.8,50.8574069418467
525784,525784,34.0611,-118.7519,2018-11-09,53.0,347.7,46.84214526158453
525785,525785,34.0633,-118.7643,2018-11-09,1341.0,475.7,47.98962897646336
525786,525786,34.0654,-118.7763,2018-11-09,1960.6,500.0,49.10090080074957
525787,525787,34.0675,-118.7885,2018-11-09,1956.7,500.0,50.231382701531096
525788,525788,34.0696,-118.8007,2018-11-09,1348.6,476.1,51.36259689708419
525789,525789,34.0706,-118.7496,2018-11-09,959.9,455.9,46.66202604610425
525790,525790,34.0749,-118.7745,2018-11-09,1959.6,500.0,48.97546203873178
525791,525791,34.1114,-118.8155,2018-11-09,215.6,387.8,53.08686326666812
525792,525792,34.1123,-118.8786,2018-11-09,29.4,335.1,58.87041253795678
525793,525793,34.1103,-118.8665,2018-11-09,54.8,347.3,57.73841346607934
525794,525794,34.077,-118.7868,2018-11-09,1258.7,471.8,50.11905827520475
525795,525795,34.0791,-118.7988,2018-11-09,468.8,419.8,51.23561372691396
525796,525796,34.078,-118.7353,2018-11-09,101.6,362.8,45.38825665742895
525797,525797,34.0801,-118.7476,2018-11-09,1339.1,475.4,46.53381877408123
525798,525798,34.0822,-118.76,2018-11-09,981.9,457.3,47.68907764491223
525799,525799,34.1083,-118.8548,2018-11-09,405.4,413.7,56.64317490224358
525800,525800,34.1063,-118.84299999999999,2018-11-09,643.4,435.4,55.53893763848902
525801,525801,34.1042,-118.8306,2018-11-09,398.3,412.7,54.37875236139662
525802,525802,34.1021,-118.8182,2018-11-09,205.7,385.9,53.21876461733165
525803,525803,34.1,-118.8061,2018-11-09,102.3,363.0,52.08648424841447
525804,525804,34.0844,-118.7725,2018-11-09,295.0,399.6,48.854774661299054
525805,525805,34.0886,-118.7968,2018-11-09,126.6,369.7,51.121611203709755
525806,525806,34.0873,-118.7323,2018-11-09,64.1,350.7,45.18751949552267
525807,525807,34.0894,-118.7445,2018-11-09,1963.3,500.0,46.327205424287186
525808,525808,34.0916,-118.7569,2018-11-09,543.9,426.7,47.48658768895454
525809,525809,34.0937,-118.7696,2018-11-09,168.7,379.0,48.67283041951524
525810,525810,34.0958,-118.7818,2018-11-09,64.7,351.3,49.81350024450863
525811,525811,34.0979,-118.7938,2018-11-09,96.8,362.1,50.936112087642265
525812,525812,34.0967,-118.7294,2018-11-09,187.3,382.8,45.021777589299305
525813,525813,34.0988,-118.7417,2018-11-09,292.7,399.4,46.17337850564024
525814,525814,34.1009,-118.75399999999999,2018-11-09,208.6,386.5,47.325190029678716
525815,525815,34.103,-118.7664,2018-11-09,111.6,366.0,48.48634528133274
525816,525816,34.1051,-118.7788,2018-11-09,58.0,349.3,49.64767414329453
525817,525817,34.1072,-118.7909,2018-11-09,301.5,400.7,50.78172592882171
525818,525818,34.1093,-118.8033,2018-11-09,121.5,368.0,51.943368176847
525819,525819,34.1062,-118.7272,2018-11-09,926.7,453.9,44.94680861280179
525820,525820,34.1083,-118.7396,2018-11-09,198.9,384.9,46.10966217253109
525821,525821,34.1104,-118.7517,2018-11-09,104.7,364.0,47.24523883827008
525822,525822,34.1124,-118.764,2018-11-09,85.4,358.8,48.39765397014673
525823,525823,34.1145,-118.7761,2018-11-09,114.2,366.3,49.53340821419034
525824,525824,34.1166,-118.7884,2018-11-09,128.4,369.7,50.68748914406038
525825,525825,34.1187,-118.8007,2018-11-09,237.0,391.4,51.84164208069126
525826,525826,34.1031,-118.8816,2018-11-09,1928.7,500.0,59.04127904056391
525827,525827,34.101,-118.8694,2018-11-09,1929.8,500.0,57.900933657584034
525828,525828,34.0989,-118.8569,2018-11-09,949.9,456.1,56.73331672878107
525829,525829,34.0968,-118.8449,2018-11-09,595.6,431.4,55.61183889717225
525830,525830,34.0947,-118.8329,2018-11-09,348.7,406.8,54.490656969479566
525831,525831,34.0927,-118.8207,2018-11-09,208.0,386.5,53.35233658036113
525832,525832,34.0906,-118.8087,2018-11-09,177.8,381.0,52.23177602915099
525833,525833,34.0936,-118.8833,2018-11-09,1928.0,500.0,59.108773470139504
525834,525834,34.0915,-118.8713,2018-11-09,1932.1,500.0,57.98922829988543
525835,525835,34.0894,-118.859,2018-11-09,993.0,458.6,56.84247416749901
525836,525836,34.1178,-118.7375,2018-11-09,638.2,434.5,46.070955658942516
525837,525837,34.1198,-118.7495,2018-11-09,28.4,335.8,47.197166000553516
525838,525838,34.1219,-118.7617,2018-11-09,57.2,348.0,48.343331237524716
525839,525839,34.124,-118.774,2018-11-09,80.0,356.0,49.498612421343346
525840,525840,34.126,-118.7861,2018-11-09,58.5,349.0,50.63395752740675
525841,525841,34.1281,-118.7983,2018-11-09,122.1,368.6,51.78017748810226
525842,525842,34.1272,-118.7351,2018-11-09,289.7,399.4,46.02815464076213
525843,525843,34.1314,-118.7594,2018-11-09,53.5,346.0,48.3130404674265
525844,525844,34.1335,-118.7722,2018-11-09,216.1,387.4,49.51432803122289
525845,525845,34.1356,-118.7844,2018-11-09,122.4,368.9,50.661257433451794
525846,525846,34.1376,-118.7963,2018-11-09,213.0,387.5,51.77899518560169
525847,525847,34.2208,-118.6816,2018-11-09,47.5,341.6,44.46361200335529
525848,525848,34.1387,-118.7449,2018-11-09,120.5,367.8,47.15740076711326
525849,525849,34.1408,-118.757,2018-11-09,86.0,357.1,48.29556634631056
525850,525850,34.1429,-118.7694,2018-11-09,107.9,363.8,49.46075564997972
525851,525851,34.1619,-118.7971,2018-11-09,113.7,366.1,52.406866265019396
525852,525852,34.1713,-118.795,2018-11-09,449.7,418.0,52.470228614492854
525853,525853,34.1808,-118.7927,2018-11-09,191.9,383.2,52.54034814995187
525854,525854,34.1829,-118.8049,2018-11-09,48.2,342.8,53.68440419940392
525855,525855,34.1997,-118.7885,2018-11-09,62.1,349.1,52.77811372882738
525856,525856,34.2258,-118.7692,2018-11-09,44.1,340.8,52.08994258020052
525857,525857,34.2279,-118.7812,2018-11-09,209.7,386.3,53.20234386452246
525858,525858,34.2299,-118.7932,2018-11-09,100.2,361.2,54.31136527512985
525859,525859,34.2332,-118.7548,2018-11-09,25.2,328.9,51.17733055971185
525860,525860,34.2352,-118.7666,2018-11-09,204.7,384.9,52.26349391018962
525861,525861,34.2373,-118.7786,2018-11-09,513.2,423.8,53.37179259327821
525862,525862,34.2393,-118.7907,2018-11-09,84.3,355.5,54.48518029779387
525866,525866,34.0807,-118.8924,2018-11-09,386.3,411.5,59.85610121945611
525875,525875,34.1541,-118.2915,2018-11-09,20.8,324.0,12.15929331804442
525876,525876,34.0873,-118.8469,2018-11-09,480.2,421.0,55.714472695111716
525877,525877,34.0853,-118.835,2018-11-09,221.1,388.4,54.60597720844812
525878,525878,34.0832,-118.8228,2018-11-09,210.3,386.8,53.4695862965538
525879,525879,34.0811,-118.8108,2018-11-09,247.9,393.1,52.35204363538546
525880,525880,34.0841,-118.8853,2018-11-09,1928.0,500.0,59.22309760412799
525881,525881,34.0401,-118.8259,2018-11-09,0.0,371.7,53.674441230571176
525882,525882,34.0421,-118.8378,2018-11-09,0.0,393.0,54.76518492501251
525883,525883,34.0441,-118.8499,2018-11-09,0.0,391.8,55.87542790164294
525884,525884,34.0462,-118.8624,2018-11-09,0.0,368.9,57.02337553756472
525885,525885,34.0504,-118.8868,2018-11-09,28.6,332.5,59.26704009206421
525886,525886,34.0474,-118.8115,2018-11-09,0.0,376.4,52.33088553126704
525887,525887,34.0495,-118.8238,2018-11-09,0.0,431.4,53.46190215793108
525888,525888,34.0516,-118.8361,2018-11-09,0.0,459.8,54.59396785047789
525889,525889,34.0536,-118.8479,2018-11-09,0.0,476.3,55.680939877819974
525890,525890,34.0557,-118.8606,2018-11-09,0.0,428.0,56.85172999225654
525891,525891,34.0578,-118.8727,2018-11-09,0.0,392.4,57.96809728350988
525892,525892,34.0598,-118.8848,2018-11-09,96.6,361.1,59.0851587804701
525893,525893,34.056999999999995,-118.8097,2018-11-09,0.0,429.7,52.16205438929731
525894,525894,34.059,-118.8216,2018-11-09,0.0,479.1,53.26069756904969
525895,525895,34.0611,-118.8343,2018-11-09,0.0,452.2,54.43399711395409
525896,525896,34.0631,-118.8459,2018-11-09,0.0,455.4,55.50654314839897
525897,525897,34.0652,-118.8584,2018-11-09,0.0,444.7,56.66293531891378
525898,525898,34.0672,-118.8706,2018-11-09,0.0,458.7,57.79211344221144
525899,525899,34.0693,-118.8827,2018-11-09,524.4,425.4,58.91300259114105
525900,525900,34.0664,-118.8077,2018-11-09,0.0,437.1,51.99612655069684
525901,525901,34.0685,-118.8198,2018-11-09,0.0,412.8,53.11742710740149
525902,525902,34.0706,-118.8326,2018-11-09,0.0,402.6,54.30387579248563
525903,525903,34.0726,-118.8445,2018-11-09,0.0,413.6,55.4076683037319
525904,525904,34.0746,-118.8562,2018-11-09,0.0,423.7,56.49359194934571
525905,525905,34.0767,-118.8685,2018-11-09,0.0,446.8,57.63574605201164
525906,525906,34.0787,-118.8806,2018-11-09,1006.5,459.4,58.75950329283749
525907,525907,34.0717,-118.8128,2018-11-09,514.4,424.2,52.48528750348873
525908,525908,34.0738,-118.8252,2018-11-09,312.8,402.1,53.63623493492031
525909,525909,34.076,-118.8378,2018-11-09,337.4,405.3,54.806684306123245
525910,525910,34.078,-118.8493,2018-11-09,500.4,422.8,55.875448788805876
525911,525911,34.104,-118.7147,2018-11-09,21.0,328.7,43.77349291600511
525912,525912,34.08,-118.8611,2018-11-09,803.0,446.8,56.972293727105054
525913,525913,34.0821,-118.8734,2018-11-09,1314.7,475.2,58.11617663007611
525914,525914,34.1157,-118.725,2018-11-09,663.7,436.3,44.89755100336788
525915,525915,34.1251,-118.7225,2018-11-09,252.1,393.6,44.84492356534123
525916,525916,34.1367,-118.7326,2018-11-09,33.4,336.5,46.00341850339627
525917,525917,34.1419,-118.7056,2018-11-09,44.5,341.7,43.69899198872864
525918,525918,34.1449,-118.6991,2018-11-09,55.1,345.6,43.194035370001956
525919,525919,34.1471,-118.7114,2018-11-09,61.5,348.7,44.35207324305853
525920,525920,34.1544,-118.6968,2018-11-09,34.3,335.0,43.2517006400046
525921,525921,34.1566,-118.7093,2018-11-09,51.1,344.1,44.426316458269035
525922,525922,34.1713,-118.6803,2018-11-09,98.2,359.6,42.33357874274786
525923,525923,34.1734,-118.6924,2018-11-09,41.1,337.7,43.4647183103437
525924,525924,34.1808,-118.678,2018-11-09,316.0,401.6,42.474432605660425
525925,525925,34.1829,-118.6902,2018-11-09,116.8,365.6,43.610736022563124
525926,525926,34.1902,-118.6757,2018-11-09,103.2,361.8,42.63812731886535
525927,525927,34.1924,-118.6881,2018-11-09,84.6,356.3,43.79136134504108
525928,525928,34.2018,-118.6857,2018-11-09,95.6,359.7,43.967765521122196
525929,525929,34.2113,-118.6835,2018-11-09,253.6,393.3,44.190678337486574
525930,525930,34.2166,-118.6563,2018-11-09,49.0,341.5,42.15919813069086
525931,525931,34.2353,-118.6845,2018-11-09,31.3,331.2,45.402881818432604
525932,525932,34.2324,-118.6918,2018-11-09,50.6,342.4,45.86323387789433
525933,525933,34.2187,-118.6689,2018-11-09,225.1,388.2,43.30630783459258
525934,525934,34.2303,-118.6794,2018-11-09,156.4,375.0,44.735788057794224
525935,525935,34.2282,-118.6667,2018-11-09,156.0,374.4,43.585596818259326
525936,525936,34.226,-118.6538,2018-11-09,19.5,322.2,42.41623674152762
525937,525937,34.2271,-118.7185,2018-11-09,28.7,331.5,47.84457094359121
525944,525944,34.0937,-118.7517,2018-11-09,464.1,374.9,47.03132273607189
525945,525945,34.0508,-118.8205,2018-11-09,0.0,371.9,53.156757440650445
525946,525946,34.0389,-118.8752,2018-11-09,879.8,397.5,58.22041895886444
525947,525947,34.089,-118.7736,2018-11-09,99.9,333.2,48.99462441643292
525948,525948,34.111999999999995,-118.7312,2018-11-09,357.8,367.0,45.400537212011955
525949,525949,34.1065,-118.7568,2018-11-09,119.4,337.6,47.654847861134265
