,Unnamed: 0,Dates,Temperature,Wind Speed,Precipitation,Pressure,Heat Index
1395,1395,2019-10-27,10,4,0.0,1031,11
1396,1396,2019-10-28,9,4,0.0,1021,11
1397,1397,2019-10-29,7,5,0.0,1033,9
1398,1398,2019-10-30,7,5,0.0,1028,9
1399,1399,2019-10-31,8,2,0.0,1027,10
1400,1400,2019-11-01,9,8,0.0,1030,11
1401,1401,2019-11-02,11,7,0.0,1024,12
1402,1402,2019-11-03,11,2,0.0,1021,12
1403,1403,2019-11-04,11,6,0.0,1021,12
1404,1404,2019-11-05,10,3,0.0,1021,12
1405,1405,2019-11-06,10,7,0.0,1024,11
1406,1406,2019-11-07,11,2,0.0,1023,12
1407,1407,2019-11-08,11,7,0.0,1021,13
1408,1408,2019-11-09,11,7,0.0,1023,11
1409,1409,2019-11-10,12,5,0.0,1025,12
1410,1410,2019-11-11,11,4,0.0,1025,12
1411,1411,2019-11-12,9,5,0.3,1018,8
1412,1412,2019-11-13,11,7,0.0,1020,12
1413,1413,2019-11-14,10,3,0.0,1017,12
1414,1414,2019-11-15,11,10,0.3,1016,11
1415,1415,2019-11-16,10,6,0.4,1026,11
1416,1416,2019-11-17,13,17,0.0,1018,13
1417,1417,2019-11-18,10,4,0.2,1012,11
1418,1418,2019-11-19,10,13,0.0,1010,10
1419,1419,2019-11-20,8,10,0.0,1021,9
1420,1420,2019-11-21,10,0,0.0,1015,11
1421,1421,2019-11-22,8,4,0.0,1024,10
1422,1422,2019-11-23,7,10,0.0,1025,8
1423,1423,2019-11-24,10,10,0.2,1023,10
1424,1424,2019-11-25,7,3,0.3,1019,8
1425,1425,2019-11-26,4,4,0.0,1011,5
1426,1426,2019-11-27,4,10,0.0,1006,4
1427,1427,2019-11-28,3,11,0.0,1014,4
1428,1428,2019-11-29,4,7,0.0,1011,5
1429,1429,2019-11-30,4,3,0.0,1018,6
1430,1430,2019-12-01,3,2,0.1,1016,4
1431,1431,2019-12-02,6,1,0.0,1020,7
1432,1432,2019-12-03,7,11,0.0,1019,8
1433,1433,2019-12-04,8,4,0.4,1011,8
1434,1434,2019-12-05,8,2,0.0,1016,9
1435,1435,2019-12-06,9,4,0.0,1014,10
1436,1436,2019-12-07,9,3,0.0,1008,9
1437,1437,2019-12-08,9,2,0.0,1017,9
1438,1438,2019-12-09,8,1,0.0,1022,9
1439,1439,2019-12-10,5,6,0.1,1020,6
1440,1440,2019-12-11,7,5,0.5,1016,7
1441,1441,2019-12-12,8,17,2.6,1012,8
1442,1442,2019-12-13,7,8,0.0,1018,8
1443,1443,2019-12-14,6,6,0.0,1016,6
1444,1444,2019-12-15,4,3,0.0,1021,5
1445,1445,2019-12-16,4,4,0.1,1027,4
1446,1446,2019-12-17,6,5,0.0,1021,6
1447,1447,2019-12-18,6,8,0.0,1011,6
1448,1448,2019-12-19,7,7,0.1,1009,8
1449,1449,2019-12-20,9,8,2.2,1008,9
1450,1450,2019-12-21,7,6,1.1,1006,7
1451,1451,2019-12-22,6,9,0.0,1008,6
1452,1452,2019-12-23,6,4,0.2,1016,6
1453,1453,2019-12-24,4,6,0.0,1011,5
1454,1454,2019-12-25,4,3,0.0,1015,5
1455,1455,2019-12-26,3,6,0.0,1021,4
1456,1456,2019-12-27,5,5,0.0,1021,5
1457,1457,2019-12-28,6,5,0.0,1023,6
1458,1458,2019-12-29,7,2,0.1,1018,7
1459,1459,2019-12-30,8,8,0.0,1026,8
1460,1460,2019-12-31,9,23,0.3,1013,9
1461,1461,2020-01-01,10,8,0.0,1008,10
1462,1462,2020-01-02,6,8,0.2,1019,6
1463,1463,2020-01-03,10,10,0.0,1013,10
1464,1464,2020-01-04,6,23,0.0,1024,6
1465,1465,2020-01-05,6,18,0.9,1021,6
1466,1466,2020-01-06,11,24,0.6,1018,11
1467,1467,2020-01-07,10,24,0.5,1009,11
1468,1468,2020-01-08,5,7,0.1,1010,6
1469,1469,2020-01-09,3,5,0.0,1020,3
1470,1470,2020-01-10,4,15,2.1,1009,4
1471,1471,2020-01-11,7,5,0.8,1009,7
1472,1472,2020-01-12,6,21,0.1,999,6
1473,1473,2020-01-13,-2,9,0.2,1013,-2
1474,1474,2020-01-14,-3,10,0.2,1015,-3
1475,1475,2020-01-15,0,8,0.4,1010,1
1476,1476,2020-01-16,4,12,0.0,1005,5
1477,1477,2020-01-17,2,6,0.0,1021,3
1478,1478,2020-01-18,4,12,1.0,1022,3
1479,1479,2020-01-19,6,5,0.7,1024,6
1480,1480,2020-01-20,7,4,0.2,1015,8
1481,1481,2020-01-21,7,18,0.5,1007,7
1482,1482,2020-01-22,6,10,1.2,1016,7
1483,1483,2020-01-23,11,13,0.4,1014,11
1484,1484,2020-01-24,10,19,0.3,1014,10
1485,1485,2020-01-25,10,13,0.1,1016,9
1486,1486,2020-01-26,10,19,0.1,1016,10
1487,1487,2020-01-27,8,10,0.0,1021,9
1488,1488,2020-01-28,9,10,0.1,1015,9
1489,1489,2020-01-29,8,13,1.1,1019,7
1490,1490,2020-01-30,7,8,0.0,1025,8
1491,1491,2020-01-31,12,21,1.6,1017,12
1492,1492,2020-02-01,9,8,0.1,1018,9
1493,1493,2020-02-02,5,8,0.0,1022,5
1494,1494,2020-02-03,4,4,0.0,1026,4
1495,1495,2020-02-04,3,10,0.0,1029,3
1496,1496,2020-02-05,8,12,0.5,1015,8
1497,1497,2020-02-06,9,4,0.9,1015,9
1498,1498,2020-02-07,9,12,0.2,1016,9
1499,1499,2020-02-08,7,7,0.6,1017,6
1500,1500,2020-02-09,6,5,0.0,1031,6
1501,1501,2020-02-10,6,7,0.0,1030,7
1502,1502,2020-02-11,5,12,0.0,1024,6
1503,1503,2020-02-12,9,1,0.0,1025,9
1504,1504,2020-02-13,5,14,0.6,1014,5
1505,1505,2020-02-14,7,6,0.0,1019,8
1506,1506,2020-02-15,7,17,0.5,1016,7
1507,1507,2020-02-16,6,9,0.0,1020,6
1508,1508,2020-02-17,6,4,0.0,1028,7
1509,1509,2020-02-18,7,9,0.0,1028,7
1510,1510,2020-02-19,10,4,0.0,1028,11
1511,1511,2020-02-20,9,3,0.0,1026,9
1512,1512,2020-02-21,9,5,0.0,1023,10
1513,1513,2020-02-22,8,6,0.0,1020,8
1514,1514,2020-02-23,8,22,0.1,1013,8
1515,1515,2020-02-24,7,6,0.0,1033,6
1516,1516,2020-02-25,6,3,0.2,1034,8
1517,1517,2020-02-26,9,4,0.0,1032,9
1518,1518,2020-02-27,11,4,0.0,1031,12
1519,1519,2020-02-28,9,15,0.0,1016,10
1520,1520,2020-02-29,7,10,0.1,1016,8
1521,1521,2020-03-01,6,3,0.0,1028,7
1522,1522,2020-03-02,7,11,0.1,1022,7
1523,1523,2020-03-03,10,18,0.0,1022,10
1524,1524,2020-03-04,9,8,0.0,1025,9
1525,1525,2020-03-05,10,15,0.0,1016,11
1526,1526,2020-03-06,6,5,0.1,1016,5
1527,1527,2020-03-07,7,10,0.2,1010,7
1528,1528,2020-03-08,6,2,0.0,1018,7
1529,1529,2020-03-09,9,5,0.0,1024,10
1530,1530,2020-03-10,8,13,0.0,1023,9
1531,1531,2020-03-11,7,8,0.1,1021,7
1532,1532,2020-03-12,8,3,0.0,1026,10
1533,1533,2020-03-13,5,11,0.2,1010,6
1534,1534,2020-03-14,3,17,0.0,1018,3
1535,1535,2020-03-15,3,21,0.0,1022,3
1536,1536,2020-03-16,8,13,0.0,1023,9
1537,1537,2020-03-17,8,3,0.0,1010,10
1538,1538,2020-03-18,12,4,0.0,1012,13
1539,1539,2020-03-19,13,3,0.0,1017,15
1540,1540,2020-03-20,13,6,0.0,1025,14
1541,1541,2020-03-21,13,3,0.0,1024,14
1542,1542,2020-03-22,11,9,0.0,1017,12
1543,1543,2020-03-23,9,18,0.3,1009,10
1544,1544,2020-03-24,8,8,0.3,1015,8
1545,1545,2020-03-25,8,3,0.1,1017,8
1546,1546,2020-03-26,7,14,0.1,1016,7
1547,1547,2020-03-27,7,11,0.0,1016,7
1548,1548,2020-03-28,9,17,0.1,1014,9
1549,1549,2020-03-29,10,19,0.2,1010,10
1550,1550,2020-03-30,9,26,0.2,1010,10
1551,1551,2020-03-31,9,8,0.4,1015,10
1552,1552,2020-04-01,8,6,0.3,1018,9
1553,1553,2020-04-02,8,11,0.1,1022,9
1554,1554,2020-04-03,7,14,0.1,1018,7
1555,1555,2020-04-04,8,7,0.0,1008,10
1556,1556,2020-04-05,10,12,0.0,1003,11
1557,1557,2020-04-06,13,4,0.0,1011,14
1558,1558,2020-04-07,10,6,0.0,1021,10
1559,1559,2020-04-08,12,12,0.0,1024,14
1560,1560,2020-04-09,16,9,0.0,1018,17
1561,1561,2020-04-10,17,4,0.0,1016,18
1562,1562,2020-04-11,10,3,0.1,1021,9
1563,1563,2020-04-12,13,11,0.0,1025,14
1564,1564,2020-04-13,14,6,0.0,1027,16
1565,1565,2020-04-14,15,7,0.0,1025,16
1566,1566,2020-04-15,15,12,0.0,1024,16
1567,1567,2020-04-16,20,4,0.0,1024,23
1568,1568,2020-04-17,19,4,0.0,1013,20
1569,1569,2020-04-18,13,9,0.1,1013,12
1570,1570,2020-04-19,15,6,0.0,1018,17
1571,1571,2020-04-20,17,2,0.0,1018,20
1572,1572,2020-04-21,12,9,0.0,1023,12
1573,1573,2020-04-22,11,3,1.8,1018,11
1574,1574,2020-04-23,13,7,0.5,1023,13
1575,1575,2020-04-24,16,6,0.0,1022,18
1576,1576,2020-04-25,14,19,0.3,1015,13
1577,1577,2020-04-26,16,9,0.0,1017,16
1578,1578,2020-04-27,15,19,0.0,1016,16
1579,1579,2020-04-28,15,6,0.0,1023,17
1580,1580,2020-04-29,16,8,0.0,1013,18
1581,1581,2020-04-30,14,17,0.1,1017,15
1582,1582,2020-05-01,17,7,0.0,1017,18
1583,1583,2020-05-02,12,10,4.0,1010,12
1584,1584,2020-05-03,13,15,0.3,1022,14
1585,1585,2020-05-04,16,5,0.0,1021,18
1586,1586,2020-05-05,18,6,0.0,1020,19
1587,1587,2020-05-06,14,6,0.6,1027,15
1588,1588,2020-05-07,15,14,0.0,1027,16
1589,1589,2020-05-08,23,9,0.0,1022,25
1590,1590,2020-05-09,24,9,0.0,1017,25
1591,1591,2020-05-10,24,7,0.0,1012,26
1592,1592,2020-05-11,21,6,0.0,1007,25
1593,1593,2020-05-12,14,5,0.2,1005,15
1594,1594,2020-05-13,16,12,0.1,1011,16
1595,1595,2020-05-14,15,5,0.5,1015,15
1596,1596,2020-05-15,18,7,0.0,1019,19
1597,1597,2020-05-16,16,6,0.0,1008,18
1598,1598,2020-05-17,17,13,0.1,1004,19
1599,1599,2020-05-18,18,9,0.0,1008,18
1600,1600,2020-05-19,16,6,0.0,1015,16
1601,1601,2020-05-20,15,11,0.0,1015,17
1602,1602,2020-05-21,12,6,0.2,1014,12
1603,1603,2020-05-22,14,12,0.0,1016,15
1604,1604,2020-05-23,16,3,0.0,1020,17
1605,1605,2020-05-24,20,4,0.0,1020,22
1606,1606,2020-05-25,13,8,0.3,1017,13
1607,1607,2020-05-26,17,7,0.0,1019,16
1608,1608,2020-05-27,20,11,0.0,1020,21
1609,1609,2020-05-28,21,10,0.0,1016,24
1610,1610,2020-05-29,23,8,0.0,1013,26
1611,1611,2020-05-30,16,6,0.1,1009,17
1612,1612,2020-05-31,14,8,0.0,1017,14
1613,1613,2020-06-01,18,5,0.0,1019,20
1614,1614,2020-06-02,16,9,0.0,1021,19
1615,1615,2020-06-03,18,4,0.0,1021,19
1616,1616,2020-06-04,19,4,0.0,1018,20
1617,1617,2020-06-05,18,9,0.0,1007,19
1618,1618,2020-06-06,15,7,0.7,1007,16
1619,1619,2020-06-07,14,6,0.2,1013,14
1620,1620,2020-06-08,14,9,0.1,1021,14
1621,1621,2020-06-09,13,12,0.4,1018,14
1622,1622,2020-06-10,20,8,0.0,1018,22
1623,1623,2020-06-11,18,4,0.1,1018,20
1624,1624,2020-06-12,14,10,0.0,1015,15
1625,1625,2020-06-13,14,4,0.2,1012,14
1626,1626,2020-06-14,16,12,0.0,1014,17
1627,1627,2020-06-15,14,12,0.5,1011,14
1628,1628,2020-06-16,16,3,0.3,1017,17
1629,1629,2020-06-17,20,7,0.0,1024,22
1630,1630,2020-06-18,21,8,0.0,1021,24
1631,1631,2020-06-19,24,5,0.0,1014,26
1632,1632,2020-06-20,18,14,0.1,1014,17
1633,1633,2020-06-21,19,4,0.0,1019,18
1634,1634,2020-06-22,23,7,0.0,1021,25
1635,1635,2020-06-23,24,7,0.0,1016,27
1636,1636,2020-06-24,21,7,0.0,1014,22
1637,1637,2020-06-25,25,7,0.0,1017,27
1638,1638,2020-06-26,25,4,0.0,1015,28
1639,1639,2020-06-27,14,7,0.0,1013,15
1640,1640,2020-06-28,17,13,0.0,1010,17
1641,1641,2020-06-29,21,11,0.0,1014,22
1642,1642,2020-06-30,15,13,0.1,1014,14
1643,1643,2020-07-01,17,15,0.0,1012,17
1644,1644,2020-07-02,16,15,0.0,1014,16
1645,1645,2020-07-03,16,8,0.1,1018,17
1646,1646,2020-07-04,20,5,0.0,1021,21
1647,1647,2020-07-05,23,3,0.0,1020,25
1648,1648,2020-07-06,21,6,0.0,1016,22
1649,1649,2020-07-07,16,9,0.0,1017,17
1650,1650,2020-07-08,21,7,0.0,1018,21
1651,1651,2020-07-09,18,8,0.3,1016,17
1652,1652,2020-07-10,23,7,0.0,1020,25
1653,1653,2020-07-11,21,12,0.0,1017,25
1654,1654,2020-07-12,18,9,0.0,1019,19
1655,1655,2020-07-13,21,8,0.0,1018,22
1656,1656,2020-07-14,23,9,0.0,1019,25
1657,1657,2020-07-15,25,7,0.0,1018,26
1658,1658,2020-07-16,24,7,0.0,1015,26
1659,1659,2020-07-17,18,6,0.0,1017,17
1660,1660,2020-07-18,24,8,0.0,1021,25
1661,1661,2020-07-19,25,9,0.0,1017,27
1662,1662,2020-07-20,28,9,0.0,1016,29
1663,1663,2020-07-21,26,10,0.0,1012,28
1664,1664,2020-07-22,20,3,0.2,1011,19
1665,1665,2020-07-23,19,9,0.0,1014,18
1666,1666,2020-07-24,18,6,0.0,1016,17
1667,1667,2020-07-25,22,10,0.0,1019,25
1668,1668,2020-07-26,25,13,0.0,1018,26
1669,1669,2020-07-27,32,5,0.0,1012,33
1670,1670,2020-07-28,26,8,0.0,1013,27
1671,1671,2020-07-29,28,6,0.0,1013,29
1672,1672,2020-07-30,27,11,0.0,1015,27
1673,1673,2020-07-31,26,11,0.0,1014,27
1674,1674,2020-08-01,24,6,0.0,1019,23
1675,1675,2020-08-02,25,10,0.0,1017,26
1676,1676,2020-08-03,24,8,0.0,1020,26
1677,1677,2020-08-04,25,9,0.0,1018,27
1678,1678,2020-08-05,26,6,0.0,1013,27
1679,1679,2020-08-06,17,9,0.1,1012,18
1680,1680,2020-08-07,21,9,0.0,1020,22
1681,1681,2020-08-08,18,5,0.0,1021,18
1682,1682,2020-08-09,22,11,0.0,1023,25
1683,1683,2020-08-10,25,7,0.0,1017,27
1684,1684,2020-08-11,21,12,0.0,1013,21
1685,1685,2020-08-12,19,5,0.0,1016,19
1686,1686,2020-08-13,22,2,0.0,1019,25
1687,1687,2020-08-14,23,11,0.0,1021,25
1688,1688,2020-08-15,26,12,0.0,1016,27
1689,1689,2020-08-16,33,7,0.0,1013,34
1690,1690,2020-08-17,28,9,0.0,1019,29
1691,1691,2020-08-18,25,9,0.0,1019,26
1692,1692,2020-08-19,25,6,0.0,1014,26
1693,1693,2020-08-20,21,12,0.0,1013,22
1694,1694,2020-08-21,19,17,0.2,1010,20
1695,1695,2020-08-22,21,6,0.0,1019,25
1696,1696,2020-08-23,21,11,0.0,1015,24
1697,1697,2020-08-24,22,6,0.0,1014,25
1698,1698,2020-08-25,23,7,0.0,1014,25
1699,1699,2020-08-26,23,6,0.0,1015,26
1700,1700,2020-08-27,24,7,0.0,1015,26
1701,1701,2020-08-28,25,6,0.0,1016,27
1702,1702,2020-08-29,20,5,0.0,1015,19
1703,1703,2020-08-30,21,5,0.0,1019,22
1704,1704,2020-08-31,20,8,0.0,1017,21
1705,1705,2020-09-01,23,9,0.0,1018,25
1706,1706,2020-09-02,24,8,0.0,1017,27
1707,1707,2020-09-03,24,11,0.0,1018,26
1708,1708,2020-09-04,27,6,0.0,1015,28
1709,1709,2020-09-05,22,6,0.0,1022,23
1710,1710,2020-09-06,24,10,0.0,1022,26
1711,1711,2020-09-07,23,17,0.0,1021,25
1712,1712,2020-09-08,24,10,0.0,1026,24
1713,1713,2020-09-09,27,10,0.0,1017,27
1714,1714,2020-09-10,31,4,0.0,1016,31
1715,1715,2020-09-11,25,9,0.0,1016,26
1716,1716,2020-09-12,24,6,0.0,1014,26
1717,1717,2020-09-13,21,8,0.0,1012,22
1718,1718,2020-09-14,23,3,0.0,1014,26
1719,1719,2020-09-15,25,5,0.0,1020,28
1720,1720,2020-09-16,24,8,0.0,1016,27
1721,1721,2020-09-17,23,7,0.0,1015,26
1722,1722,2020-09-18,18,11,0.3,1012,18
1723,1723,2020-09-19,18,9,0.1,1017,17
1724,1724,2020-09-20,21,3,0.0,1018,21
1725,1725,2020-09-21,21,7,0.0,1014,25
1726,1726,2020-09-22,20,10,0.0,1016,21
1727,1727,2020-09-23,15,11,4.4,1009,15
1728,1728,2020-09-24,17,22,0.2,1013,18
1729,1729,2020-09-25,16,16,2.5,1006,15
1730,1730,2020-09-26,15,18,0.2,1019,17
1731,1731,2020-09-27,18,4,0.0,1029,20
1732,1732,2020-09-28,19,10,0.0,1025,21
1733,1733,2020-09-29,23,7,0.0,1018,26
1734,1734,2020-09-30,26,5,0.0,1022,28
