,Unnamed: 0,Latitude,Longitude,Date,Fire Intensity,Brightness,dist
180334,180334,47.8233,-121.6217,2016-05-14,107.2,355.7,58.5170935878603
180335,180335,47.8251,-121.6385,2016-05-14,107.1,355.7,57.45528615193639
180336,180336,47.8333,-121.62,2016-05-14,22.9,317.4,59.09152866307839
180337,180337,47.8351,-121.637,2016-05-14,58.6,338.3,58.02805510035806
182753,182753,47.5701,-122.369,2016-05-30,7.4,317.1,4.921938182327329
183454,183454,47.5688,-122.3668,2016-06-03,8.0,318.6,4.965435646154455
184005,184005,47.5685,-122.3753,2016-06-06,4.8,304.3,5.327369792491228
184398,184398,46.905,-122.7202,2016-06-07,45.7,312.9,83.42355387685478
185186,185186,47.5695,-122.3655,2016-06-10,7.8,316.3,4.850668172742912
186163,186163,47.5694,-122.3733,2016-06-15,8.1,318.1,5.160412603262694
187307,187307,47.5705,-122.3659,2016-06-19,7.6,315.7,4.767152989124674
187434,187434,47.8593,-121.9868,2016-06-19,7.4,307.7,38.215663450593745
190107,190107,47.5675,-122.3725,2016-06-29,5.4,302.9,5.305693802064166
196056,196056,47.5718,-122.374,2016-07-17,6.4,302.0,4.971002629292413
197862,197862,46.8924,-122.7344,2016-07-21,20.6,320.1,85.11355541375504
198809,198809,47.5668,-122.37200000000001,2016-07-24,4.7,300.0,5.352529249459847
199435,199435,47.0823,-122.59200000000001,2016-07-25,44.8,310.9,61.59540774177888
199510,199510,47.0145,-122.5877,2016-07-25,45.8,315.8,68.70845867775867
200908,200908,47.8241,-123.4106,2016-07-29,5.1,300.1,83.99266141793214
201060,201060,47.8312,-123.4214,2016-07-29,32.4,320.1,84.98937313298445
201149,201149,47.8243,-123.4285,2016-07-29,29.4,325.3,85.28315617927396
201150,201150,47.8259,-123.4126,2016-07-29,42.9,332.4,84.19215824434018
202773,202773,47.0074,-122.48299999999999,2016-08-01,66.8,322.3,67.73007008436687
202774,202774,46.9988,-122.4826,2016-08-01,31.5,313.3,68.66903143642351
202890,202890,47.5673,-122.3716,2016-08-02,6.4,302.6,5.289400882228072
203079,203079,47.0831,-122.5598,2016-08-02,30.2,331.1,60.79089363661437
207218,207218,47.574,-122.3683,2016-08-16,7.4,306.2,4.526665466174713
207247,207247,47.5759,-122.36200000000001,2016-08-16,6.6,302.3,4.100026040361496
208706,208706,47.9609,-123.4484,2016-08-18,14.3,319.3,91.99340544823364
208877,208877,46.9855,-122.8118,2016-08-19,16.6,309.0,78.02041664706303
208878,208878,47.9667,-123.4494,2016-08-19,6.8,300.2,92.33369945874763
209278,209278,47.8158,-123.3908,2016-08-20,10.3,302.0,82.31606814703197
209279,209279,47.8107,-123.4149,2016-08-20,45.7,324.4,83.8982848424716
209280,209280,47.8218,-123.4185,2016-08-20,19.9,309.6,84.48865702885114
209304,209304,47.8232,-123.4093,2016-08-20,25.6,305.9,83.87149363784768
209405,209405,47.8139,-123.4074,2016-08-20,110.1,314.1,83.45233426565422
209406,209406,47.8013,-123.3649,2016-08-20,64.5,305.7,80.01949049364055
209427,209427,47.8187,-123.4091,2016-08-20,19.9,325.7,83.71899729558422
209428,209428,47.8098,-123.4124,2016-08-20,17.8,323.4,83.69184242072248
209429,209429,47.8078,-123.3977,2016-08-20,132.7,373.9,82.57378670837689
209620,209620,47.8207,-123.4128,2016-08-20,45.9,338.2,84.0457201072694
209621,209621,47.8049,-123.3881,2016-08-20,16.1,319.4,81.79716820773976
209622,209622,47.8017,-123.406,2016-08-20,49.7,339.8,82.99808678104631
209623,209623,47.8111,-123.4099,2016-08-20,40.1,335.3,83.5496114829262
209741,209741,47.8055,-123.4026,2016-08-21,16.2,313.6,82.86057438102203
209742,209742,47.8151,-123.4052,2016-08-21,8.5,304.9,83.32992455303831
209743,209743,47.806999999999995,-123.3885,2016-08-21,9.1,305.1,81.88730668647283
209758,209758,47.8073,-123.4024,2016-08-21,10.6,309.3,82.89811919068131
209913,209913,47.8071,-123.4042,2016-08-21,21.0,307.5,83.02215619822539
209914,209914,47.8022,-123.3835,2016-08-21,28.5,311.3,81.38723465162798
209915,209915,47.8004,-123.3881,2016-08-21,35.9,314.6,81.66787420384746
211278,211278,47.7637,-123.4951,2016-08-22,14.4,306.0,88.56364226948865
211279,211279,47.7673,-123.4778,2016-08-22,18.9,309.4,87.37105854609041
211457,211457,47.5729,-122.366,2016-08-23,5.5,300.5,4.539126274164715
211498,211498,47.5717,-122.3669,2016-08-23,5.9,300.1,4.688400583225036
211742,211742,47.7637,-123.4712,2016-08-23,8.1,302.9,86.80932554411812
211743,211743,47.066,-122.5027,2016-08-23,27.4,317.5,61.596401439787456
211990,211990,47.7622,-123.4827,2016-08-23,41.4,334.9,87.62167941359421
211991,211991,47.8028,-123.4036,2016-08-23,10.5,311.4,82.85571021208966
211992,211992,47.7637,-123.4897,2016-08-23,27.2,325.7,88.16714573320355
211993,211993,47.7657,-123.4715,2016-08-23,16.0,316.7,86.87437590531155
212088,212088,47.7928,-123.3939,2016-08-24,224.9,336.0,81.87622102898227
212089,212089,47.7835,-123.4373,2016-08-24,39.6,301.7,84.787927774768
212090,212090,47.7972,-123.3862,2016-08-24,259.2,339.9,81.44027537550588
212108,212108,47.788999999999994,-123.3734,2016-08-24,647.9,376.3,80.28744581597881
212109,212109,47.7876,-123.4037,2016-08-24,325.1,352.9,82.44836281028496
212110,212110,47.8034,-123.37700000000001,2016-08-24,341.6,354.3,80.95312370522248
212111,212111,47.8021,-123.4063,2016-08-24,234.9,343.2,83.03103146663341
212112,212112,47.7908,-123.3804,2016-08-24,918.2,389.8,80.84363687186561
212113,212113,47.7896,-123.4097,2016-08-24,193.6,337.8,82.93660901361415
212114,212114,47.8052,-123.3833,2016-08-24,195.7,337.7,81.45983102620863
212115,212115,47.803999999999995,-123.4116,2016-08-24,79.4,316.7,83.46768034941226
212125,212125,47.8021,-123.3967,2016-08-24,73.0,302.2,82.33739736005987
212126,212126,47.8023,-123.402,2016-08-24,64.0,300.4,82.72594890514003
212175,212175,47.7955,-123.3492,2016-08-24,28.4,306.9,78.71888913308443
212176,212176,47.8019,-123.3773,2016-08-24,151.4,344.2,80.9312187279544
212177,212177,47.8026,-123.3696,2016-08-24,52.0,318.1,80.39628330054471
212178,212178,47.7954,-123.3958,2016-08-24,122.0,338.8,82.08493694090825
212179,212179,47.7903,-123.3739,2016-08-24,248.1,359.7,80.35910223909544
212180,212180,47.8069,-123.3989,2016-08-24,46.6,316.6,82.63409920479342
212181,212181,47.7838,-123.3561,2016-08-24,41.9,314.1,78.89277410737282
212182,212182,47.7893,-123.3799,2016-08-24,167.4,347.2,80.76668604497301
212183,212183,47.7943,-123.4014,2016-08-24,22.9,304.4,82.46043993460255
212312,212312,47.7971,-123.4002,2016-08-24,33.2,320.1,82.45031679439103
212313,212313,47.8034,-123.4073,2016-08-24,10.5,305.9,83.14002170713296
212314,212314,47.8009,-123.376,2016-08-24,48.0,324.3,80.80855521336916
212315,212315,47.7893,-123.3816,2016-08-24,353.9,379.5,80.88992282378061
212316,212316,47.7872,-123.3551,2016-08-24,171.3,355.7,78.91249973199406
212317,212317,47.7733,-123.4844,2016-08-24,32.9,317.7,87.98718745727037
212318,212318,47.7616,-123.488,2016-08-24,18.8,310.5,87.99840001565843
212319,212319,47.7949,-123.3702,2016-08-24,130.7,348.2,80.21886650515829
212484,212484,47.7688,-123.4907,2016-08-24,12.8,303.0,88.34949211337802
212485,212485,47.7893,-123.4072,2016-08-24,27.3,311.0,82.74719547619287
212486,212486,47.7885,-123.3593,2016-08-24,152.0,342.1,79.25233879547125
212487,212487,47.7799,-123.3949,2016-08-24,283.4,359.7,81.61018382800891
212488,212488,47.7928,-123.3998,2016-08-24,35.8,313.4,82.30380684151378
212504,212504,47.7789,-123.3164,2016-08-24,53.3,310.4,75.88198478056114
212505,212505,47.7805,-123.3225,2016-08-24,92.9,316.5,76.36761399710203
212506,212506,47.7778,-123.37100000000001,2016-08-24,583.1,356.2,79.81771243872302
212507,212507,47.7797,-123.3745,2016-08-24,568.7,355.4,80.12106036063992
212602,212602,47.785,-123.3405,2016-08-25,9.8,306.2,77.79471214389696
212603,212603,47.7827,-123.3546,2016-08-25,340.6,408.5,78.75449296560076
212604,212604,47.7803,-123.3693,2016-08-25,48.3,339.9,79.75860583865139
212605,212605,47.7737,-123.3511,2016-08-25,17.5,316.7,78.26521507839232
212612,212612,47.7833,-123.3595,2016-08-25,76.2,343.7,79.12602768011749
212613,212613,47.7852,-123.3779,2016-08-25,8.9,300.8,80.51184877923326
212614,212614,47.7814,-123.3415,2016-08-25,76.7,344.0,77.76939481360874
212806,212806,47.7774,-123.3643,2016-08-25,287.5,400.1,79.32013985774887
212809,212809,47.7867,-123.3616,2016-08-25,31.0,332.3,79.36982594467538
212810,212810,47.8263,-123.4212,2016-08-25,9.0,313.5,84.8211067259446
212811,212811,47.8008,-123.3868,2016-08-25,18.4,322.6,81.58536224250749
212813,212813,47.7891,-123.3756,2016-08-25,15.9,320.9,80.44959767385501
212815,212815,47.775,-123.3507,2016-08-25,189.0,383.4,78.26937475612161
212816,212816,47.7798,-123.3779,2016-08-25,29.8,331.9,80.37086271513823
212969,212969,47.782,-123.3863,2016-08-25,51.2,347.0,81.03831574401164
212970,212970,47.7979,-123.4049,2016-08-25,25.4,332.2,82.81259271383978
212971,212971,47.8242,-123.42,2016-08-25,8.0,312.4,84.6700070742053
212972,212972,47.7767,-123.3575,2016-08-25,107.3,368.6,78.8076280360706
212973,212973,47.8224,-123.4329,2016-08-25,12.3,317.7,85.54138954072504
212974,212974,47.7838,-123.3733,2016-08-25,50.0,346.5,80.14088264772332
212975,212975,47.7749,-123.3706,2016-08-25,91.7,363.6,79.71498364507819
213039,213039,47.7784,-123.369,2016-08-26,17.2,302.2,79.68764944379613
213322,213322,47.6417,-123.421,2016-08-27,8.1,300.9,81.48705928054248
213325,213325,47.638000000000005,-123.4394,2016-08-27,8.4,301.3,82.85032008146489
213326,213326,47.5706,-122.3717,2016-08-27,6.7,303.2,4.982834256580485
213442,213442,47.7602,-123.4845,2016-08-27,8.2,310.4,87.71227414339657
213445,213445,47.7672,-123.4688,2016-08-27,9.9,312.7,86.70910277380455
213601,213601,47.7688,-123.4645,2016-08-27,22.6,323.7,86.42932897849505
213602,213602,47.7666,-123.4773,2016-08-27,7.0,306.9,87.31920020978635
214686,214686,46.9878,-123.1226,2016-08-30,55.8,342.9,91.0342216926886
214687,214687,46.9819,-123.1139,2016-08-30,29.5,326.6,91.11013799820289
214696,214696,46.9801,-123.1282,2016-08-30,33.6,329.6,91.96200105880786
214697,214697,46.986000000000004,-123.1368,2016-08-30,7.3,301.4,91.88803531660291
218383,218383,47.5739,-122.3686,2016-09-10,7.3,312.6,4.548337564833686
219150,219150,46.8698,-123.0438,2016-09-12,24.0,329.1,98.00984184250483
219151,219151,46.861000000000004,-123.0466,2016-09-12,19.4,324.2,98.9483797669
219372,219372,47.5699,-122.3721,2016-09-12,6.4,312.1,5.064405836677302
219901,219901,46.9044,-122.7272,2016-09-14,51.6,345.2,83.67162052033436
219902,219902,46.9026,-122.7133,2016-09-14,10.5,318.2,83.49453028756874
220472,220472,46.8708,-123.0589,2016-09-15,16.7,317.8,98.54420311000442
220475,220475,46.8645,-123.0505,2016-09-15,27.2,323.7,98.78149922587866
221632,221632,47.5672,-122.3741,2016-09-19,6.5,310.4,5.398059714709474
222354,222354,48.1164,-122.3182,2016-09-21,13.0,313.7,56.5619746709939
222462,222462,48.1179,-122.3248,2016-09-21,12.5,311.3,56.71992208267408
222464,222464,47.7845,-121.2809,2016-09-21,10.4,307.5,81.33099996593383
223798,223798,47.5708,-122.3675,2016-09-26,5.3,311.9,4.797522766138494
229106,229106,47.5707,-122.376,2016-10-10,5.1,302.9,5.158328155164361
230076,230076,46.8778,-122.4786,2016-10-12,6.8,300.6,81.94041630335613
230077,230077,47.2456,-121.3252,2016-10-12,28.0,316.4,86.0284615659347
230080,230080,47.248999999999995,-121.3425,2016-10-12,65.6,337.3,84.69954954461541
230518,230518,47.2417,-121.3344,2016-10-12,16.1,312.3,85.62551710264796
230519,230519,47.24,-121.3483,2016-10-12,92.5,357.1,84.79916499894104
230520,230520,47.2383,-121.3624,2016-10-12,8.4,302.6,83.96495385304954
230534,230534,46.8734,-122.4856,2016-10-12,4.4,300.1,82.49674211784382
230536,230536,47.0586,-121.6087,2016-10-12,6.4,300.0,82.05815938755782
235092,235092,47.159,-121.8958,2016-10-28,14.2,308.5,59.91053101515833
235093,235093,47.1572,-121.8856,2016-10-28,8.6,301.4,60.50435010652632
235104,235104,47.5717,-122.3689,2016-10-28,5.4,300.5,4.766332754698871
235291,235291,47.549,-122.3289,2016-10-28,4.4,303.1,6.5808279602488255
235293,235293,47.5708,-122.3775,2016-10-28,3.8,300.6,5.217103798524808
238158,238158,47.5717,-122.3705,2016-11-06,4.8,300.7,4.831128750223491
247603,247603,47.9473,-122.8728,2017-01-04,14.2,305.8,55.12861232406335
260080,260080,47.5681,-122.3722,2017-02-17,5.1,300.5,5.237147744697317
263843,263843,47.5704,-122.3681,2017-02-28,7.5,302.3,4.858698318134646
273282,273282,47.5673,-122.3741,2017-03-19,5.6,303.0,5.388707433871286
293380,293380,47.5665,-122.3696,2017-05-10,6.3,312.4,5.290939055570649
293576,293576,47.5672,-122.3708,2017-05-10,7.3,317.1,5.2682224684584895
296324,296324,47.5714,-122.3655,2017-05-29,6.1,300.3,4.665062824622026
297402,297402,47.5679,-122.3661,2017-06-06,8.1,318.8,5.02915985029537
298884,298884,47.5719,-122.3664,2017-06-11,9.4,318.8,4.650235966496745
304701,304701,47.5704,-122.3657,2017-07-02,5.5,301.4,4.769669472748405
304952,304952,47.6463,-123.1455,2017-07-02,4.1,304.4,60.894297049685285
308425,308425,47.5738,-122.3718,2017-07-09,6.3,303.4,4.693999552401511
310500,310500,47.318999999999996,-123.0164,2017-07-11,2.6,304.5,60.478273163197926
312952,312952,47.5966,-121.8528,2017-07-15,39.8,333.3,36.19936382411445
312953,312953,47.5937,-121.8686,2017-07-15,70.3,347.3,35.029281585924856
312954,312954,47.5842,-121.8647,2017-07-15,8.1,309.9,35.38805608681241
313792,313792,47.5766,-122.3663,2017-07-18,6.4,300.7,4.20268429430289
313956,313956,47.0201,-122.4737,2017-07-18,19.3,320.5,66.22265775490364
317600,317600,47.5713,-122.3679,2017-07-24,9.1,319.0,4.76501057324963
317601,317601,46.9958,-122.5972,2017-07-24,37.7,338.0,70.90659400359344
317816,317816,47.2417,-122.9588,2017-07-25,5.9,302.5,62.149565397817675
317845,317845,47.5727,-122.3663,2017-07-25,5.8,301.6,4.5697444324608165
318211,318211,46.8724,-123.03,2017-07-26,20.5,315.3,97.20050528310588
318324,318324,46.8638,-123.0606,2017-07-26,29.7,313.6,99.26580370075479
318327,318327,46.8678,-123.0556,2017-07-26,32.1,314.9,98.6852862470491
318560,318560,47.8961,-123.1677,2017-07-27,5.2,305.3,70.0220725772149
318825,318825,47.0149,-122.5935,2017-07-28,58.0,311.4,68.7882876336845
319219,319219,47.5705,-122.37299999999999,2017-07-29,9.2,321.8,5.046326592186156
320356,320356,47.0118,-122.4675,2017-07-31,29.7,335.6,67.06341560876592
320358,320358,47.5699,-122.3639,2017-07-31,6.6,318.7,4.755825766402453
320864,320864,47.5741,-122.3708,2017-08-01,6.0,302.2,4.623209684937544
320875,320875,47.5704,-122.3627,2017-08-01,5.2,300.7,4.665770306465485
323235,323235,47.5734,-122.3709,2017-08-05,6.9,305.5,4.691246090100404
323708,323708,47.5683,-122.3726,2017-08-05,6.9,317.9,5.234338059792407
324602,324602,47.0123,-121.9189,2017-08-08,6.6,301.3,73.32152736937797
324655,324655,47.0192,-121.9131,2017-08-08,9.8,306.6,72.81792138143359
324656,324656,47.5757,-122.3629,2017-08-08,5.8,301.2,4.152829245832364
325132,325132,47.5726,-122.3664,2017-08-09,8.9,318.6,4.583140144769458
326541,326541,47.5672,-122.3724,2017-08-12,5.1,301.6,5.3301329258780585
326905,326905,47.1544,-122.3429,2017-08-12,8.3,318.2,50.45865962291406
327615,327615,46.9028,-122.7449,2017-08-15,91.6,336.7,84.31923224363803
327616,327616,46.9067,-122.7262,2017-08-15,76.0,331.7,83.40540507795643
327617,327617,46.9049,-122.7527,2017-08-15,49.9,324.4,84.32009568205956
332483,332483,47.5652,-122.3703,2017-08-21,8.5,318.8,5.442843979490083
332953,332953,47.3812,-121.05,2017-08-22,47.3,310.7,99.82398055441975
333121,333121,46.9647,-121.4171,2017-08-22,138.5,332.4,99.58981468980727
333123,333123,47.3801,-121.0665,2017-08-22,42.9,316.0,98.65707596620558
333126,333126,47.365,-121.0674,2017-08-22,28.9,313.6,99.05001868850343
333130,333130,47.3829,-121.0633,2017-08-22,74.9,323.7,98.80766573088898
333133,333133,46.9654,-121.4125,2017-08-22,270.6,348.8,99.77540298781119
334323,334323,47.3589,-121.0634,2017-08-24,46.6,319.3,99.53136799662741
334840,334840,47.3836,-121.0491,2017-08-26,14.2,309.7,99.82020140065667
335060,335060,47.3714,-121.0519,2017-08-26,75.4,332.5,99.97592468656563
335062,335062,47.3794,-121.0542,2017-08-26,57.7,326.2,99.5711599866997
335065,335065,47.3832,-121.0469,2017-08-26,36.4,317.8,99.99175851317665
335400,335400,46.9631,-121.4125,2017-08-26,24.8,322.4,99.95988033557632
335405,335405,47.3608,-121.0598,2017-08-26,22.2,320.6,99.73116273935072
335406,335406,47.3716,-121.0608,2017-08-26,195.7,370.3,99.32470306349992
335407,335407,47.3773,-121.0498,2017-08-26,110.5,352.2,99.95247814643537
335568,335568,47.3671,-121.0555,2017-08-27,51.6,313.7,99.84601109222712
335570,335570,47.3794,-121.066,2017-08-27,67.3,318.2,98.71403139336492
335572,335572,47.3718,-121.0666,2017-08-27,93.9,324.5,98.89832403413371
335612,335612,47.3866,-121.0472,2017-08-27,49.4,304.2,99.87297655709796
335853,335853,47.3847,-121.0556,2017-08-27,62.8,341.1,99.31568328805304
335861,335861,47.3743,-121.0578,2017-08-27,24.9,324.0,99.46085869839675
336248,336248,47.3797,-121.0653,2017-08-27,35.5,321.6,98.75601459236634
336251,336251,47.3688,-121.0579,2017-08-27,251.5,369.1,99.6200916924135
336264,336264,47.3574,-121.0716,2017-08-27,43.6,328.9,98.9876695208798
336706,336706,47.3716,-121.0577,2017-08-28,18.7,321.4,99.54939704424191
336708,336708,47.3823,-121.0476,2017-08-28,52.0,344.8,99.96672128945129
336709,336709,47.3804,-121.0606,2017-08-28,25.5,327.6,99.07685170340376
336710,336710,47.3912,-121.0504,2017-08-28,6.0,304.6,99.5106277876306
336760,336760,47.3864,-121.0537,2017-08-28,9.8,307.4,99.40536984139445
337168,337168,47.3362,-121.0707,2017-08-28,11.7,315.5,99.76008696811047
337803,337803,47.3409,-121.0684,2017-08-28,29.5,332.8,99.76390605090975
337805,337805,46.9696,-121.4145,2017-08-28,302.6,404.9,99.33377749562831
337809,337809,46.9713,-121.4005,2017-08-28,465.9,424.0,99.94032092804363
337815,337815,46.9477,-121.4378,2017-08-28,6.8,318.1,99.89924234241029
337820,337820,47.3612,-121.0591,2017-08-28,45.7,342.4,99.76913828816903
337831,337831,47.38,-121.0631,2017-08-28,34.0,334.8,98.90697283052401
337832,337832,47.3816,-121.0493,2017-08-28,50.1,343.2,99.86329465718204
337948,337948,46.9446,-121.4529,2017-08-29,71.3,309.8,99.38745511297607
337949,337949,46.9629,-121.4146,2017-08-29,52.3,307.0,99.86567406165067
338114,338114,47.3648,-121.06,2017-08-29,52.0,315.0,99.59143982862489
338117,338117,46.9811,-121.3862,2017-08-29,42.6,315.1,99.93611915560614
338126,338126,46.9751,-121.3942,2017-08-29,44.5,314.7,99.97637164540654
338226,338226,46.9632,-121.4256,2017-08-29,39.3,318.0,99.26599193278476
338227,338227,46.9804,-121.3889,2017-08-29,24.4,310.9,99.84507780360333
338229,338229,46.9581,-121.4331,2017-08-29,45.7,321.2,99.29011662739669
338243,338243,46.9518,-121.4317,2017-08-29,32.6,316.1,99.87628352244808
338336,338336,46.9896,-121.3854,2017-08-29,788.9,405.7,99.31813169573896
338338,338338,47.0002,-121.3583,2017-08-29,966.4,414.7,99.99636235578437
338339,338339,47.001999999999995,-121.3833,2017-08-29,141.6,347.4,98.47725204366344
338343,338343,47.3404,-121.072,2017-08-29,27.1,319.5,99.52262278811868
338353,338353,47.3677,-121.0603,2017-08-29,231.6,362.2,99.48004339855095
338355,338355,47.3651,-121.0695,2017-08-29,140.8,348.7,98.89505185331285
338370,338370,46.9539,-121.4462,2017-08-29,42.2,323.4,98.95992181809599
338371,338371,46.9645,-121.4193,2017-08-29,122.5,344.9,99.49053290286025
338375,338375,46.9556,-121.44,2017-08-29,126.9,345.0,99.13839744136924
338376,338376,46.9663,-121.4133,2017-08-29,142.2,349.6,99.66116961639986
338377,338377,46.9789,-121.4132,2017-08-29,213.3,359.1,98.66178479789659
338378,338378,47.0037,-121.4077,2017-08-29,526.4,388.8,97.01189476069594
338683,338683,47.001999999999995,-121.3679,2017-08-29,842.4,363.2,99.32718552287692
338684,338684,46.9862,-121.38,2017-08-29,2317.3,400.2,99.8755306717867
338689,338689,47.0022,-121.3718,2017-08-29,715.4,357.8,99.09611637311153
338690,338690,46.9862,-121.3832,2017-08-29,2312.4,400.2,99.70153258372824
338697,338697,46.9722,-121.405,2017-08-29,1968.0,393.9,99.6295710000959
338698,338698,47.0036,-121.4367,2017-08-29,135.1,320.4,95.45472593029297
338699,338699,46.9877,-121.4523,2017-08-29,392.2,342.8,95.89463143830407
338700,338700,46.9714,-121.4626,2017-08-29,99.7,317.7,96.68351766884597
338872,338872,46.9713,-121.4189,2017-08-29,1430.2,411.5,98.96576522320056
338873,338873,46.9739,-121.4283,2017-08-29,388.9,362.8,98.2627748792615
338879,338879,46.9965,-121.4004,2017-08-29,283.7,352.9,97.96740609495016
338886,338886,46.9494,-121.4447,2017-08-29,542.9,373.6,99.40688803656188
338889,338889,47.001000000000005,-121.3624,2017-08-29,415.3,364.4,99.70805109315769
338910,338910,47.3321,-121.0783,2017-08-29,79.9,328.0,99.35913250414697
338918,338918,47.3674,-121.0563,2017-08-29,75.8,326.7,99.77887042537783
339080,339080,46.9993,-121.3734,2017-08-29,487.0,358.0,99.22893340348885
339081,339081,46.998000000000005,-121.4249,2017-08-29,166.4,331.5,96.52795517230653
339082,339082,46.9883,-121.4146,2017-08-29,1324.5,393.5,97.84365871569236
339083,339083,46.9722,-121.415,2017-08-29,4626.0,452.2,99.09963051493305
339084,339084,47.006,-121.3643,2017-08-29,106.5,323.1,99.22395798208478
339088,339088,46.982,-121.4225,2017-08-29,2173.2,414.0,97.9215716124214
339092,339092,46.9473,-121.4556,2017-08-29,64.7,318.8,99.02687668550358
339530,339530,47.5709,-122.3719,2017-08-30,6.3,300.4,4.96330986782306
339583,339583,46.983999999999995,-121.4093,2017-08-30,29.6,326.4,98.46635814364193
339588,339588,46.9963,-121.3967,2017-08-30,18.2,316.3,98.18395441419884
339589,339589,47.0057,-121.4005,2017-08-30,12.6,310.1,97.24982833834498
339590,339590,46.9988,-121.3827,2017-08-30,28.8,325.7,98.75571126527167
339591,339591,47.3614,-121.0562,2017-08-30,16.5,315.8,99.97243854592406
339592,339592,47.0013,-121.3684,2017-08-30,27.7,325.0,99.35271306463405
339603,339603,46.9747,-121.4047,2017-08-30,21.2,321.7,99.44718692326786
339612,339612,47.3342,-121.0725,2017-08-30,13.7,314.2,99.70057726867506
339613,339613,47.004,-121.3535,2017-08-30,32.6,327.9,99.97693444141149
339624,339624,47.1257,-122.1252,2017-08-30,13.0,307.4,55.93093961875818
339628,339628,46.9893,-121.3796,2017-08-30,62.5,345.1,99.65736198250926
339630,339630,46.9867,-121.3942,2017-08-30,42.5,334.9,99.06652476092606
339774,339774,46.985,-121.3903,2017-08-30,36.4,326.1,99.41005508271263
340111,340111,47.3329,-121.0697,2017-08-30,14.7,319.9,99.94634560264308
340631,340631,46.9207,-122.7032,2017-08-30,9.6,314.5,81.34030186409171
340632,340632,46.9094,-122.7136,2017-08-30,7.1,311.9,82.791336130228
340633,340633,46.9901,-121.3769,2017-08-30,74.7,359.7,99.74303449341024
340635,340635,47.3816,-121.0519,2017-08-30,13.7,322.3,99.67423087510372
340639,340639,47.3319,-121.0701,2017-08-30,352.2,415.5,99.95269576338984
342116,342116,46.9948,-121.4023,2017-08-31,52.8,320.7,97.9966434279725
343378,343378,47.5718,-122.3688,2017-09-01,7.4,315.2,4.752922829398824
344523,344523,47.3491,-121.0622,2017-09-01,35.0,336.5,99.93520959825335
344541,344541,46.9852,-121.4107,2017-09-01,13.2,317.4,98.29680752989948
344590,344590,47.3795,-121.0584,2017-09-01,9.3,316.5,99.26308382154104
345345,345345,47.0005,-121.3705,2017-09-02,8.3,303.1,99.29746397300626
346970,346970,47.0042,-121.3655,2017-09-02,37.9,326.5,99.29341713723352
346972,346972,47.0028,-121.3729,2017-09-02,38.7,326.1,98.98960524009809
346988,346988,47.3196,-121.079,2017-09-02,495.1,395.8,99.75811133185701
346990,346990,47.3312,-121.0813,2017-09-02,324.2,380.1,99.17642678504706
347700,347700,47.3275,-121.0719,2017-09-03,31.6,311.9,99.97933886616009
349022,349022,46.958999999999996,-121.4391,2017-09-03,15.9,318.3,98.90684627666137
349038,349038,46.9573,-121.42399999999999,2017-09-03,16.4,320.1,99.826905372913
350153,350153,46.9499,-121.4402,2017-09-03,27.0,321.5,99.59563390130823
350169,350169,47.0094,-121.3814,2017-09-03,66.6,337.1,98.01713482325628
350170,350170,47.0136,-121.3611,2017-09-03,61.4,335.8,98.83080128363201
350174,350174,46.9985,-121.3773,2017-09-03,567.0,405.9,99.075365103643
351745,351745,46.9838,-121.4251,2017-09-04,9.2,307.7,97.64048506430939
351746,351746,46.9856,-121.4119,2017-09-04,9.4,308.8,98.20105201950601
351771,351771,47.0069,-121.3911,2017-09-04,6.4,305.1,97.6729243467201
351827,351827,47.3257,-121.0771,2017-09-04,96.1,363.6,99.6723861470506
352294,352294,46.9882,-121.4168,2017-09-04,8.8,307.5,97.73384564256665
352295,352295,46.9704,-121.42200000000001,2017-09-04,7.6,305.8,98.87473359278465
352302,352302,47.3286,-121.0736,2017-09-04,50.7,344.6,99.8188066988691
353407,353407,46.9931,-121.4006,2017-09-04,16.3,314.9,98.22114130348459
353408,353408,47.1729,-121.4097,2017-09-04,26.5,320.1,84.84600364517361
354399,354399,46.9481,-121.4397,2017-09-04,74.2,351.9,99.76920312624385
354400,354400,46.9596,-121.4258,2017-09-04,18.3,326.4,99.54689219962712
354401,354401,46.9578,-121.4419,2017-09-04,96.4,358.9,98.8606714302998
354403,354403,46.9561,-121.4574,2017-09-04,14.8,322.0,98.20730567448031
354404,354404,46.9694,-121.4275,2017-09-04,80.5,354.7,98.66655428758966
354405,354405,46.9675,-121.4439,2017-09-04,373.0,407.0,97.966275975936
354426,354426,46.9808,-121.4379,2017-09-04,21.8,324.4,97.20457269057438
354427,354427,47.333,-121.0766,2017-09-04,25.9,327.0,99.44910060979231
354451,354451,47.0089,-121.3626,2017-09-04,27.0,328.0,99.09993893868425
354452,354452,47.0107,-121.3462,2017-09-04,68.4,347.9,99.88460776198994
354453,354453,46.9975,-121.3757,2017-09-04,14.7,319.1,99.23997382596178
354456,354456,47.1747,-121.4279,2017-09-04,35.5,333.0,83.60748916938827
354465,354465,47.1765,-121.4115,2017-09-04,10.0,315.5,84.50469589976346
354466,354466,46.9791,-121.4298,2017-09-04,90.6,357.5,97.76701771808969
354497,354497,46.9809,-121.4135,2017-09-04,42.7,339.1,98.4872300274996
354757,354757,47.0152,-121.3861,2017-09-05,82.5,319.0,97.31618301700998
354758,354758,47.0187,-121.3821,2017-09-05,111.9,323.1,97.27374379518466
